"kind","line","snippet"
"setTimeout","12526","const filtered=()=>session.records.filter(r=>(session.classNo===""all""||r.classNo===session.classNo)&&(session.subject===""all""||r.subject===session.subject)&&(session.student===""all""||r.studentNo===session.student)&&(session.scope!==""issues""||activeIssues(r).length)); const highlighted=(text,issues)=>{let html=esc(text);[...new Set(issues.flatMap(i=>i.hits||[]))].sort((a,b)=>b.length-a.length).forEach(hit=>{if(hit)html=html.split(esc(hit)).join('<mark>'+esc(hit)+'</mark>');});return html;}; const render=root=>{const records=filtered(),attention=records.filter(r=>activeIssues(r).length),classes=[...new Set(session.records.map(r=>r.classNo))].sort(),subjects=[...new Set(session.records.map(r=>r.subject))].sort((a,b)=>a.localeCompare(b,""ko"")),students=[...new Map(session.records.filter(r=>r.studentNo).map(r=>[r.studentNo,{studentNo:r.studentNo,name:r.name}])).values()].sort((a,b)=>String(a.studentNo).localeCompare(String(b.studentNo))),box=root.querySelector('[data-neis-results]');if(!box)return;if(!session.records.length){box.innerHTML='<div class=""neis-empty""><b>나이스 교과 세특 엑셀을 불러오면 이곳에서만 검증합니다.</b></div>';return;}box.innerHTML=`<div class=""neis-filter-report""><label>반별<select data-neis-class><option value=""all"">전체 반</option>${classes.map(x=>`<option ${session.classNo===x?'selected':''}>${esc(x)}</option>`).join('')}</select></label><label>과목별<select data-neis-subject><option value=""all"">전체 과목</option>${subjects.map(x=>`<option ${session.subject===x?'selected':''}>${esc(x)}</option>`).join('')}</select></label><label class=""neis-student-filter"">개인별<select data-neis-student><option value=""all"">전체 학생</option>${students.map(x=>`<option value=""${esc(x.studentNo)}"" ${session.student===x.studentNo?'selected':''}>${esc(x.studentNo)} ${esc(x.name)}</option>`).join('')}</select></label><button class=""btn ${session.scope==='issues'?'primary':'secondary'}"" data-neis-errors-only>오류 표시만</button><label class=""neis-dismissed-option""><input type=""checkbox"" data-neis-include-dismissed ${session.includeDismissed?'checked':''}> 해제 항목도 출력</label><button class=""btn primary"" data-neis-print>오류 리포트 출력</button></div><div class=""neis-summary""><button><b>${records.length}</b><span>현재 조회</span></button><button><b>${attention.length}</b><span>오류 학생</span></button><button><b>${records.reduce((n,r)=>n+activeIssues(r).length,0)}</b><span>확인 항목</span></button><em>${esc(session.fileName)} · 현재 실행 중에만 유지</em></div><div class=""neis-record-list"">${records.map(r=>{const issues=session.includeDismissed?r.issues:activeIssues(r);return `<article class=""${issues.length?'attention':'normal'}""><header><div><small>${esc([r.classNo+'반',r.studentNo,r.name,r.subject].filter(Boolean).join(' · '))}</small><h4>${esc(issues.length?issues.map(x=>x.category).join(' · '):'발견 사항 없음')}</h4></div><span>${esc(r.sheet)} ${r.row}행</span></header><p class=""neis-original"">${highlighted(r.text,issues)}</p>${issues.length?`<div class=""neis-issues"">${issues.map(issue=>{const decision=session.decisions[key(r,issue)]||'pending';return `<div class=""${decision}""><b>${esc(issue.category)} · ${esc((issue.hits||[]).join(', '))}</b><span>${esc(issue.reason)}</span><div class=""neis-decision-actions""><button data-neis-confirm=""${esc(key(r,issue))}"" class=""${decision==='confirmed'?'active':''}"">확인</button><button data-neis-dismiss=""${esc(key(r,issue))}"" class=""${decision==='dismissed'?'active':''}"">해제</button></div></div>`;}).join('')}</div>`:'<div class=""neis-pass"">현재 적용 규칙에서 발견된 사항이 없습니다.</div>'}</article>`;}).join('')}</div>`;box.querySelector('[data-neis-class]').onchange=e=>{session.classNo=e.target.value;render(root);};box.querySelector('[data-neis-subject]').onchange=e=>{session.subject=e.target.value;render(root);};box.querySelector('[data-neis-student]').onchange=e=>{session.student=e.target.value;render(root);};box.querySelector('[data-neis-errors-only]').onclick=()=>{session.scope=session.scope==='issues'?'all':'issues';render(root);};box.querySelector('[data-neis-include-dismissed]').onchange=e=>{session.includeDismissed=e.target.checked;render(root);};box.querySelectorAll('[data-neis-confirm]').forEach(b=>b.onclick=()=>{session.decisions[b.dataset.neisConfirm]='confirmed';render(root);});box.querySelectorAll('[data-neis-dismiss]').forEach(b=>b.onclick=()=>{session.decisions[b.dataset.neisDismiss]='dismissed';render(root);});box.querySelector('[data-neis-print]').onclick=()=>{document.body.classList.add('printing-neis-report');window.print();setTimeout(()=>document.body.classList.remove('printing-neis-report'),500);};}; const openRuleManager=root=>{document.querySelector('.neis-rule-modal')?.remove();const modal=document.createElement('div');modal.className='neis-rule-modal';const draw=()=>{modal.innerHTML=`<section><header><div><small>RECORD CHECK RULES</small><h3>오류규칙·금지어 관리</h3><p>규칙을 추가·수정·해제하거나 삭제할 수 있습니다.</p></div><button data-rule-close>×</button></header><div class=""neis-rule-list"">${forbidden.map(([category,rx,enabled],i)=>`<article class=""${enabled===false?'disabled':''}""><input data-rule-category=""${i}"" value=""${esc(category)}""><input data-rule-pattern=""${i}"" value=""${esc(rx.source)}""><button data-rule-toggle=""${i}"">${enabled===false?'사용':'해제'}</button><button data-rule-delete=""${i}"">삭제</button></article>`).join('')}</div><footer><button class=""btn secondary"" data-rule-add>+ 규칙 추가</button><button class=""btn primary"" data-rule-save>저장 후 다시 검사</button></footer></section>`;modal.querySelector('[data-rule-close]').onclick=()=>modal.remove();modal.querySelector('[data-rule-add]').onclick=()=>{forbidden.push(['새 규칙',/새금지어/g,true]);draw();};modal.querySelectorAll('[data-rule-toggle]').forEach(b=>b.onclick=()=>{forbidden[+b.dataset.ruleToggle][2]=forbidden[+b.dataset.ruleToggle][2]===false;draw();});modal.querySelectorAll('[data-rule-delete]').forEach(b=>b.onclick=()=>{if(confirm('이 규칙을 삭제하시겠습니까?')){forbidden.splice(+b.dataset.ruleDelete,1);draw();}});modal.querySelector('[data-rule-save]').onclick=()=>{try{modal.querySelectorAll('[data-rule-category]').forEach(input=>{const i=+input.dataset.ruleCategory,pattern=modal.querySelector(`[data-rule-pattern=""${i}""]`).value;forbidden[i]=[input.value.trim()||'이름 없음',new RegExp(pattern,'gi'),forbidden[i][2]];});saveRules();if(session.sourceSheets)session.records=makeRecords(session.sourceSheets);render(root);modal.remove();toast('검증 규칙을 저장하고 다시 검사했습니다.');}catch(e){toast('정규식 규칙을 확인해 주세요.');}};};draw();document.body.appendChild(modal);}; const mount=host=>{if(document.querySelector('[data-neis-local-validator]'))return;const root=document.createElement('section');root.dataset.neisLocalValidator='1';root.className='neis-record-validator';root.innerHTML='<header><div><small>NEIS LOCAL RECORD CHECK</small><h3>교과 세부능력 및 특기사항 사전 검증</h3><p>반별·과목별·오류만 조회하고, 발견 항목을 확인하거나 해제한 뒤 오류 리포트를 출력합니다.</p></div><div><button class=""btn secondary"" data-neis-rules>검증 규칙</button><button class=""btn primary"" data-neis-open>나이스 엑셀 불러오기</button><button class=""btn secondary"" data-neis-clear>검증자료 지우기</button></div></header><div class=""neis-local-lock"">🔒 원본·판정은 UEP 종료 시 삭제 · 사용자 검증규칙은 이 PC에 저장</div><div data-neis-results></div>';host.insertAdjacentElement('afterend',root);root.querySelector('[data-neis-rules]').onclick=()=>openRuleManager(root);root.querySelector('[data-neis-open]').onclick=async()=>{const result=await window.schoolBoard?.inspectNeisRecordbook?.();if(!result||result.canceled)return;if(!result.ok)return toast(result.reason||'나이스 엑셀을 읽지 못했습니다.');session={fileName:result.fileName||'나이스 엑셀',sourceSheets:result.sheets,records:makeRecords(result.sheets),scope:'all',classNo:'all',subject:'all',student:'all',decisions:{},includeDismissed:false};render(root);};root.querySelector('[data-neis-clear]').onclick=()=>{session={fileName:'',records:[],scope:'all',classNo:'all',subject:'all',student:'all',decisions:{},includeDismissed:false};render(root);};render(root);};"
"requestAnimationFrame","530","const scrollY=window.scrollY; render(state.activePage||'dashboard'); requestAnimationFrame(()=>window.scrollTo(0,scrollY)); } return true;"
"requestAnimationFrame","969","$$('[data-page]').forEach(x=>x.classList.toggle('active',x.dataset.page==='students')); $('#pageKicker').textContent='학생 기본정보 기준 원장'; $('#pageTitle').textContent='학생정보'; render('students'); requestAnimationFrame(()=>window.scrollTo(0,originScroll)); studentFocusContext=null; return; } const index=(readonlyCache?.students||[]).findIndex(item=>String(item.id)===String(student.id));"
"requestAnimationFrame","989","const scope=$('#scoreScope'),cls=$('#scoreClass'),sel=$('#scoreStudent'); if(scope)scope.value='individual'; if(cls){cls.value=classNo;cls.dispatchEvent(new Event('change'));} requestAnimationFrame(()=>{const target=$('#scoreStudent');if(target){target.value=student.id;$('#scoreQueryButton')?.click();}}); }else if(page==='admissions'){ const scope=$('#admissionScope'),cls=$('#admissionClass'); if(scope)scope.value='individual';"
"requestAnimationFrame","993","const scope=$('#admissionScope'),cls=$('#admissionClass'); if(scope)scope.value='individual'; if(cls){cls.value=classNo;cls.dispatchEvent(new Event('change'));} requestAnimationFrame(()=>{const target=$('#admissionStudent');if(target){target.value=student.id;$('#admissionQueryButton')?.click();}}); }else if(page==='attendance'){ attendanceStatStudentFilter=attendanceStudentKey(student);"
"requestAnimationFrame","1139","$(""[data-student-focus-return]"")?.addEventListener(""click"",returnToFocusedStudent); $(""[data-student-focus-end]"")?.addEventListener(""click"",endStudentFocus); if(studentFocusContext && page!==""students"") requestAnimationFrame(()=>applyStudentFocusToPage(page)); } catch (error) { console.error(error);"
"requestAnimationFrame","1716","const category=el.dataset.dormRuleAdd||'exception'; dormRuleEditor(); requestAnimationFrame(()=>{const select=$('#dormRuleCategory');if(select){select.value=category;applyDormRuleEditorMode();}}); return; }"
"requestAnimationFrame","7611","$(""#drawerBody"").innerHTML=`<div class=""history-summary positive""><span><small>기준일</small><b>${escapeHtml(day)}</b></span><span><small>시간대</small><b>${escapeHtml(slot)}</b></span><span><small>학생 수</small><b>${total}명</b></span></div><p class=""dashboard-night-guide"">반별 자습 인원을 한 화면에서 확인합니다.</p><div class=""dashboard-night-class-grid"">${classes.map(cls=>{const members=[...(groups.get(cls)?.values()||[])].sort((a,b)=>String(a.studentNo||'').localeCompare(String(b.studentNo||''),'ko'));return `<section><header><b>${cls}반</b><span>${members.length}명</span></header><div>${members.length?members.map(m=>`<button data-dashboard-night-student=""${escapeHtml(attendanceStudentKey(m))}"" data-dashboard-night-student-day=""${escapeHtml(day)}"" data-dashboard-night-student-slot=""${escapeHtml(slot)}""><b>${escapeHtml(m.studentNo||"""")} ${escapeHtml(m.name||"""")}</b></button>`).join(""""):'<small>참여 없음</small>'}</div></section>`;}).join("""")}</div><div class=""drawer-actions""><button class=""btn primary"" data-night-attendance-date=""${escapeHtml(day)}"">상세보기</button></div>`; $(""#drawer"").classList.remove(""hidden"");$(""#drawerBackdrop"").classList.remove(""hidden""); $(""#drawerBody [data-night-attendance-date]"")?.addEventListener(""click"",()=>{attendanceViewDate=day;nightViewMonth=day.slice(0,7);window.__uepNightRequestedSlot=slot;closeDrawer();navigate(""attendance"");attendanceMode=""night"";render(""attendance"");window.scrollTo(0,0);requestAnimationFrame(()=>toast(`${day} ${slot} 야자출결로 이동했습니다.`));}); $(""#drawerBody"").querySelectorAll('[data-dashboard-night-student]').forEach(btn=>btn.onclick=()=>openNightAttendanceDetail(btn.dataset.dashboardNightStudent,btn.dataset.dashboardNightStudentDay,btn.dataset.dashboardNightStudentSlot)); }"
"requestAnimationFrame","8205","save(); render('students'); requestAnimationFrame(()=>{ document.querySelector('.student-counsel-center')?.scrollIntoView({block:'start'}); document.querySelector('.counsel-right-column')?.scrollIntoView({block:'nearest'});"
"requestAnimationFrame","8225","studentCounselSelectedStudentId=button.dataset.counselStudent||''; render('students'); requestAnimationFrame(()=>document.querySelector('.counsel-right-column')?.scrollIntoView({block:'nearest'})); return; }"
"requestAnimationFrame","9703","state.activePage='admissions'; render('admissions'); requestAnimationFrame(()=>applyStudentFocusToPage('admissions')); }else{ studentFocusContext=null;"
"requestAnimationFrame","9919","} function bindPage(page) { requestAnimationFrame(()=>{applyStorageLocationBadges();bindCommonCounselButtons();applyPrivacyMode();const pb=document.getElementById('privacyModeButton');if(pb&&!pb.dataset.bound){pb.dataset.bound='1';pb.addEventListener('click',togglePrivacyMode);}}); if(page===""inputs"")bindInputCenter(); if(page===""records""&&(recordMode===""curriculum""||recordMode===""sdgs""))requestAnimationFrame(()=>{"
"requestAnimationFrame","9921","requestAnimationFrame(()=>{applyStorageLocationBadges();bindCommonCounselButtons();applyPrivacyMode();const pb=document.getElementById('privacyModeButton');if(pb&&!pb.dataset.bound){pb.dataset.bound='1';pb.addEventListener('click',togglePrivacyMode);}}); if(page===""inputs"")bindInputCenter(); if(page===""records""&&(recordMode===""curriculum""||recordMode===""sdgs""))requestAnimationFrame(()=>{ $$('[data-curriculum-workspace]').forEach(b=>b.onclick=()=>{curriculumWorkspaceMode=b.dataset.curriculumWorkspace;render('records');}); $$('[data-record-class]').forEach(b=>b.onclick=()=>{recordClassNo=b.dataset.recordClass;recordStudentId='';render('records');});"
"requestAnimationFrame","9934","$('[data-copy-sdgs-supplement]')?.addEventListener('click',async()=>{try{await navigator.clipboard.writeText($('#sdgsSupplementText')?.value||'');toast('SDGs 근거 보완 질문을 복사했습니다.');}catch{toast('복사에 실패했습니다.');}}); }); if(page===""recordcheck"")requestAnimationFrame(()=>{const mount=document.getElementById(""standaloneRecordcheckMount"");if(mount&&window.uepMountRecordbookValidator)window.uepMountRecordbookValidator(mount);}); $$('[data-student-page-mode]').forEach(button=>button.onclick=()=>{studentPageMode=button.dataset.studentPageMode||""list"";render(""students"");window.scrollTo(0,0);}); $$('[data-student-counsel-history]').forEach(button=>button.onclick=()=>{const id=button.dataset.studentCounselHistory;selectedStudentId=id;const idx=(readonlyCache?.students||[]).findIndex(s=>String(s.id)===String(id));if(idx>=0)studentDashboardIndex=idx;studentPageMode='dashboard';render('students');requestAnimationFrame(()=>setTimeout(()=>openCounselSidePanel(id),80));});"
"requestAnimationFrame","9936","if(page===""recordcheck"")requestAnimationFrame(()=>{const mount=document.getElementById(""standaloneRecordcheckMount"");if(mount&&window.uepMountRecordbookValidator)window.uepMountRecordbookValidator(mount);}); $$('[data-student-page-mode]').forEach(button=>button.onclick=()=>{studentPageMode=button.dataset.studentPageMode||""list"";render(""students"");window.scrollTo(0,0);}); $$('[data-student-counsel-history]').forEach(button=>button.onclick=()=>{const id=button.dataset.studentCounselHistory;selectedStudentId=id;const idx=(readonlyCache?.students||[]).findIndex(s=>String(s.id)===String(id));if(idx>=0)studentDashboardIndex=idx;studentPageMode='dashboard';render('students');requestAnimationFrame(()=>setTimeout(()=>openCounselSidePanel(id),80));}); $$('[data-student-counsel-class]').forEach(button=>button.onclick=()=>{const next=String(button.dataset.studentCounselClass||'');studentCounselClassFilter=String(studentCounselClassFilter)===next?'':next;studentPageMode='counsel';render('students');window.scrollTo(0,0);}); $$('[data-student-stats-class]').forEach(button=>button.onclick=()=>{studentStatsClassFilter=button.dataset.studentStatsClass||'all';render('students');window.scrollTo(0,0);});"
